,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold,HasGarage,GarageYearDiff,IsRemod,RemodYearDiff,SalePrice
1262,1104,684,None,5,1Fam,TA,Av,0.0,0.0,Unf,Unf,1.0,0.0,TA,1104.0,Y,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,None,TA,2,CBlock,1,Min2,304.0,1.0,TA,Unf,TA,Attchd,1788,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,11250,Inside,68.0,Reg,50,RL,0.0,None,None,11,ClearCr,0,5,4,Y,Gable,Normal,WD,0,8,1104.0,120,1957,2009,1,0.0,1,32,161500
1263,1060,764,Pave,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,764.0,Y,Norm,FuseA,126,TA,TA,Wd Sdng,Wd Sdng,GdPrv,Gd,1,PConc,1,Typ,520.0,2.0,TA,Unf,TA,Detchd,1824,0,GasA,Ex,2Story,1,TA,Lvl,Gtl,13515,Inside,60.0,Reg,70,RL,0.0,None,None,7,BrkSide,0,6,6,N,Gambrel,Normal,WD,0,8,764.0,0,1919,2007,1,21.0,1,31,180500
1264,1337,0,None,2,TwnhsE,TA,No,266.0,0.0,GLQ,Unf,1.0,0.0,Gd,1139.0,Y,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,None,0,PConc,2,Typ,511.0,2.0,TA,Fin,TA,Attchd,1337,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4060,Inside,34.0,Reg,120,RH,0.0,None,None,8,NAmes,68,5,6,Y,Gable,Abnorml,COD,0,5,1405.0,144,1998,2008,1,0.0,1,1,181000
1265,713,739,None,3,TwnhsE,TA,No,450.0,0.0,GLQ,Unf,1.0,0.0,Gd,241.0,Y,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,None,0,PConc,2,Typ,506.0,2.0,TA,Unf,TA,Detchd,1452,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3735,FR3,35.0,Reg,160,FV,218.0,BrkFace,None,3,Somerst,34,5,7,Y,Hip,Normal,WD,0,6,691.0,0,1999,2006,1,0.0,0,0,183900
1266,964,925,None,4,2fmCon,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,925.0,N,Feedr,FuseF,264,TA,Fa,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,308.0,1.0,TA,Unf,TA,Detchd,1889,1,GasA,TA,2.5Unf,2,TA,Bnk,Gtl,10120,Inside,60.0,IR1,190,RM,0.0,None,None,1,OldTown,0,4,7,N,Hip,Normal,WD,0,9,925.0,0,1910,2007,1,50.0,1,40,122000
1267,2018,0,None,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,2002.0,Y,Norm,SBrkr,0,TA,Ex,Stucco,CmentBd,None,Gd,1,PConc,2,Typ,746.0,3.0,TA,Fin,TA,Attchd,2018,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,13214,Inside,89.0,IR1,20,RL,0.0,None,None,5,Timber,76,5,9,Y,Hip,Normal,WD,0,10,2002.0,144,2008,2010,1,1.0,1,1,378500
1268,1968,1479,None,4,1Fam,TA,Mn,192.0,0.0,Rec,Unf,0.0,0.0,TA,536.0,Y,Norm,SBrkr,0,Gd,TA,Stucco,Stucco,GdWo,Gd,2,CBlock,3,Typ,1014.0,3.0,TA,Unf,TA,BuiltIn,3447,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Mod,14100,Inside,68.0,IR1,50,RL,632.0,BrkFace,None,5,Crawfor,12,9,8,Y,Gable,Normal,WD,0,11,728.0,314,1935,2008,1,47.0,1,62,381000
1269,874,650,None,3,1Fam,TA,No,460.0,0.0,BLQ,Unf,0.0,0.0,TA,414.0,Y,Feedr,FuseA,0,TA,TA,MetalSd,MetalSd,GdWo,None,0,CBlock,1,Typ,315.0,1.0,TA,Unf,TA,Attchd,1524,1,GasW,TA,1.5Fin,1,TA,Lvl,Gtl,11344,Inside,78.0,Reg,50,RL,180.0,BrkFace,None,7,NAmes,0,5,5,Y,Gable,Normal,WD,0,7,874.0,0,1958,2007,1,0.0,0,0,144000
1270,1332,192,None,0,1Fam,TA,Gd,1258.0,0.0,GLQ,Unf,2.0,0.0,Gd,74.0,Y,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,PConc,0,Typ,586.0,2.0,TA,Fin,TA,Attchd,1524,1,GasA,TA,1Story,1,Gd,Low,Sev,23595,Inside,68.0,Reg,40,RL,0.0,None,None,4,ClearCr,0,6,7,Y,Shed,Normal,WD,0,4,1332.0,268,1979,2010,1,0.0,0,0,260000
1271,1489,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1489.0,Y,PosN,SBrkr,0,TA,TA,BrkFace,BrkFace,None,Gd,1,CBlock,2,Typ,462.0,2.0,TA,RFn,TA,Attchd,1489,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9156,Inside,68.0,IR1,20,RL,0.0,None,None,8,NWAmes,0,7,6,Y,Hip,Normal,WD,0,7,1489.0,0,1968,2009,1,0.0,0,0,185750
1272,935,0,None,3,1Fam,TA,No,560.0,375.0,BLQ,LwQ,1.0,0.0,TA,0.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,MnPrv,None,0,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,Attchd,935,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13526,CulDSac,68.0,IR1,20,RL,114.0,BrkFace,None,11,Sawyer,0,6,5,Y,Hip,Normal,WD,0,5,935.0,180,1965,2006,1,0.0,0,0,137000
1273,1357,0,None,2,1Fam,TA,Av,719.0,0.0,ALQ,Unf,1.0,0.0,TA,300.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Plywood,GdPrv,Gd,1,CBlock,1,Typ,312.0,1.0,TA,RFn,TA,Basment,1357,0,GasA,Gd,SLvl,1,Ex,Lvl,Gtl,11512,Corner,124.0,IR1,80,RL,84.0,BrkFace,None,5,Edwards,0,7,6,Y,Gable,Normal,WD,163,5,1019.0,0,1959,2008,1,0.0,1,47,177000
1274,661,589,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,661.0,Y,Norm,SBrkr,81,TA,TA,Wd Sdng,Wd Shng,None,Gd,1,PConc,2,Typ,552.0,2.0,TA,Unf,TA,Detchd,1250,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,5362,Corner,53.0,Reg,50,RL,0.0,None,None,11,Crawfor,0,6,5,Y,Gable,Normal,WD,0,8,661.0,242,1910,2007,1,75.0,1,93,139000
1275,928,992,None,4,Duplex,TA,No,220.0,0.0,Rec,Unf,0.0,0.0,TA,708.0,Y,Feedr,FuseA,0,TA,TA,AsbShng,AsbShng,None,None,0,CBlock,2,Typ,400.0,2.0,Fa,Unf,TA,Detchd,1920,0,GasA,Gd,2Story,2,TA,Lvl,Gtl,11345,Corner,95.0,Reg,90,RL,567.0,Stone,None,7,NAmes,0,5,5,Y,Gable,Normal,WD,0,10,928.0,0,1948,2007,1,0.0,1,2,137000
1276,735,660,None,3,1Fam,Gd,No,593.0,0.0,BLQ,Unf,0.0,1.0,TA,130.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,TA,1,CBlock,1,Typ,497.0,2.0,TA,Unf,TA,Attchd,1395,1,GasA,TA,2Story,1,TA,Lvl,Gtl,12936,CulDSac,68.0,IR1,60,RL,0.0,None,None,12,NWAmes,116,6,6,Y,Gable,Normal,WD,0,6,723.0,294,1972,2009,1,0.0,0,0,162000
1277,1724,0,None,3,1Fam,TA,Av,528.0,0.0,ALQ,Unf,1.0,0.0,Gd,1152.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,1,CBlock,1,Typ,480.0,2.0,TA,RFn,TA,Attchd,1724,1,GasA,Fa,SLvl,1,TA,Lvl,Gtl,17871,CulDSac,68.0,IR1,80,RL,359.0,BrkFace,None,6,NWAmes,0,5,6,Y,Gable,Normal,WD,0,7,1680.0,0,1967,2009,1,0.0,1,9,197900
1278,1128,903,None,3,1Fam,TA,No,804.0,0.0,GLQ,Unf,1.0,0.0,Gd,324.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,577.0,2.0,TA,RFn,TA,Attchd,2031,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9473,Inside,75.0,Reg,60,RL,0.0,None,None,3,CollgCr,211,5,8,Y,Gable,Normal,WD,0,7,1128.0,0,2002,2008,1,0.0,0,0,237000
1279,698,430,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,698.0,Y,Norm,FuseA,164,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,528.0,2.0,TA,RFn,TA,Detchd,1128,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,7500,Inside,60.0,Reg,50,C (all),0.0,None,None,4,IDOTRR,0,4,4,Y,Gable,Abnorml,COD,0,6,698.0,30,1920,2010,1,60.0,1,30,68400
1280,1573,0,None,3,1Fam,TA,No,788.0,0.0,GLQ,Unf,1.0,0.0,Gd,785.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,544.0,2.0,TA,RFn,TA,Attchd,1573,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9808,Inside,67.0,IR1,20,RL,110.0,BrkFace,None,3,CollgCr,72,5,7,Y,Gable,Normal,WD,0,6,1573.0,0,2002,2009,1,0.0,0,0,227000
1281,1339,0,None,2,1Fam,TA,No,1053.0,0.0,ALQ,Unf,1.0,0.0,Gd,256.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,484.0,2.0,Gd,Fin,Gd,Attchd,1339,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8049,CulDSac,50.0,IR1,20,RL,54.0,BrkFace,None,7,Timber,58,5,7,Y,Hip,Normal,WD,90,6,1309.0,0,1990,2006,1,0.0,0,0,180000
1282,1040,0,None,3,1Fam,TA,Mn,532.0,144.0,LwQ,Rec,0.0,0.0,Gd,364.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,484.0,2.0,TA,Unf,TA,Detchd,1040,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,8800,Inside,61.0,IR1,20,RL,0.0,None,None,9,CollgCr,0,7,5,Y,Gable,Normal,WD,288,5,1040.0,0,1977,2009,1,0.0,1,31,150500
1283,912,912,None,4,Duplex,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,TA,912.0,Y,Norm,SBrkr,0,TA,TA,MetalSd,Wd Shng,None,None,0,CBlock,2,Typ,0.0,0.0,None,None,None,None,1824,2,GasA,TA,2Story,2,TA,Low,Gtl,9400,Corner,94.0,Reg,90,RL,0.0,None,None,4,Mitchel,0,5,6,Y,Mansard,Normal,WD,0,8,912.0,128,1971,2010,0,0.0,0,0,139000
1284,1699,748,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,804.0,Y,Feedr,SBrkr,42,TA,TA,Wd Sdng,Wd Shng,None,Gd,1,PConc,2,Min2,336.0,1.0,TA,Unf,TA,Detchd,2447,0,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,9638,Inside,50.0,Reg,50,RL,0.0,None,None,3,SWISU,0,7,6,Y,Gable,Normal,WD,116,10,804.0,272,1919,2010,1,50.0,1,71,169000
1285,825,587,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,780.0,Y,Norm,FuseF,0,Fa,TA,MetalSd,MetalSd,None,Gd,1,CBlock,1,Typ,280.0,1.0,TA,Unf,TA,Detchd,1412,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,50,RM,0.0,None,None,5,BrkSide,0,6,6,Y,Gable,Normal,WD,0,6,780.0,45,1939,2009,1,0.0,1,11,132500
1286,1328,0,None,3,1Fam,TA,No,569.0,81.0,ALQ,Rec,1.0,0.0,TA,678.0,Y,Feedr,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,2,CBlock,1,Typ,528.0,2.0,TA,Unf,TA,Attchd,1328,1,GasA,TA,1Story,1,TA,Lvl,Gtl,9790,Inside,68.0,Reg,20,RL,451.0,BrkFace,None,6,NWAmes,26,5,6,Y,Hip,Normal,WD,0,6,1328.0,0,1963,2010,1,0.0,0,0,143000
1287,1582,0,None,4,1Fam,TA,Av,812.0,0.0,Rec,Unf,0.0,1.0,TA,812.0,Y,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,2,Typ,390.0,2.0,TA,Unf,TA,Attchd,1582,0,GasA,Fa,1Story,1,TA,Low,Mod,36500,Inside,68.0,IR1,20,RL,621.0,BrkCmn,None,6,ClearCr,198,5,5,N,Gable,Normal,WD,0,7,1624.0,168,1964,2006,1,0.0,0,0,190000
1288,1659,0,None,2,TwnhsE,TA,No,1158.0,0.0,GLQ,Unf,1.0,0.0,Gd,343.0,Y,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,Ex,1,PConc,2,Typ,499.0,2.0,TA,Fin,TA,Attchd,1659,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,5664,Inside,40.0,IR1,120,RL,0.0,None,None,10,StoneBr,59,5,8,Y,Gable,Normal,WD,0,5,1501.0,212,2000,2009,1,0.0,0,0,278000
1289,1120,850,None,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1085.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,753.0,3.0,TA,Fin,TA,BuiltIn,1970,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11065,Inside,86.0,IR1,60,RL,788.0,Stone,None,10,NridgHt,74,5,8,Y,Gable,Partial,New,0,8,1085.0,177,2006,2006,1,0.0,0,0,281000
1290,1152,0,None,3,1Fam,TA,Av,1014.0,0.0,GLQ,Unf,1.0,0.0,TA,138.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,HdBoard,None,Gd,1,PConc,1,Typ,484.0,2.0,TA,RFn,TA,Attchd,1152,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,14112,Corner,68.0,IR1,80,RL,86.0,BrkFace,None,4,NAmes,0,7,5,Y,Hip,Normal,WD,0,6,1152.0,227,1964,2010,1,0.0,0,0,180500
1291,630,672,None,3,Twnhs,TA,No,231.0,0.0,ALQ,Unf,0.0,0.0,TA,399.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,None,0,CBlock,2,Typ,264.0,1.0,TA,Unf,TA,Detchd,1302,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,160,RM,268.0,BrkFace,None,2,BrDale,0,7,5,Y,Gable,Normal,WD,0,6,630.0,185,1972,2009,1,0.0,0,0,119500
1292,1378,994,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,994.0,N,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,Stone,2,Min2,432.0,1.0,TA,RFn,TA,Attchd,2372,0,GasA,TA,2Story,2,TA,Lvl,Gtl,6600,Corner,60.0,Reg,70,RM,0.0,None,None,12,OldTown,287,4,5,Y,Gable,Normal,WD,0,11,994.0,0,1892,2009,1,93.0,1,73,107500
1293,832,832,None,4,1Fam,TA,No,194.0,0.0,GLQ,Unf,0.0,0.0,Gd,638.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,TA,1,PConc,2,Typ,528.0,2.0,TA,RFn,TA,Attchd,1664,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10140,Inside,78.0,Reg,60,RL,0.0,None,None,3,NWAmes,28,5,7,Y,Gable,Normal,WD,259,8,832.0,0,1976,2006,1,0.0,0,0,162900
1294,864,0,None,2,1Fam,TA,No,167.0,0.0,Rec,Unf,1.0,0.0,TA,697.0,Y,Norm,SBrkr,0,TA,TA,WdShing,Plywood,None,None,0,CBlock,1,Typ,572.0,2.0,TA,Unf,TA,Detchd,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8172,Inside,60.0,Reg,20,RL,0.0,None,None,4,Edwards,0,7,5,N,Hip,Normal,WD,0,5,864.0,0,1955,2006,1,2.0,1,35,115000
1295,1052,0,None,3,1Fam,TA,Av,1016.0,0.0,BLQ,Unf,1.0,0.0,TA,36.0,Y,Feedr,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,None,0,CBlock,1,Typ,288.0,1.0,TA,RFn,TA,Attchd,1052,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8400,Inside,70.0,Reg,20,RL,168.0,BrkFace,None,11,NAmes,0,5,5,Y,Hip,Normal,WD,0,5,1052.0,356,1968,2006,1,0.0,0,0,138500
1296,1128,0,None,3,1Fam,TA,Mn,776.0,0.0,ALQ,Unf,1.0,0.0,TA,344.0,Y,Norm,SBrkr,123,Gd,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,2,Typ,525.0,2.0,TA,RFn,TA,Attchd,1128,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8700,Inside,80.0,Reg,20,RL,148.0,BrkFace,None,12,NAmes,20,6,5,Y,Hip,Normal,WD,0,6,1120.0,192,1963,2008,1,0.0,0,0,155000
1297,1072,0,None,2,TwnhsE,TA,Gd,547.0,0.0,GLQ,Unf,1.0,0.0,Gd,0.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,525.0,2.0,TA,Fin,TA,Basment,1072,0,GasA,Gd,SFoyer,1,TA,Lvl,Gtl,3675,Inside,35.0,Reg,180,RM,82.0,BrkFace,None,6,Edwards,44,5,6,Y,Gable,Partial,New,0,5,547.0,0,2005,2006,1,0.0,1,1,140000
1298,4692,950,None,3,1Fam,TA,Gd,5644.0,0.0,GLQ,Unf,2.0,0.0,Ex,466.0,Y,Feedr,SBrkr,0,TA,Ex,Stucco,Stucco,None,Gd,3,PConc,2,Typ,1418.0,2.0,TA,Fin,TA,Attchd,5642,1,GasA,Ex,2Story,1,Ex,Bnk,Gtl,63887,Corner,313.0,IR3,60,RL,796.0,Stone,None,1,Edwards,292,5,10,Y,Hip,Partial,New,0,12,6110.0,214,2008,2008,1,0.0,0,0,160000
1299,1246,0,None,3,1Fam,TA,No,340.0,906.0,LwQ,Rec,1.0,0.0,TA,0.0,Y,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,GdPrv,None,0,CBlock,1,Typ,305.0,1.0,TA,RFn,TA,Attchd,1246,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7500,Inside,75.0,Reg,20,RL,0.0,None,None,5,NAmes,0,7,5,Y,Hip,Normal,WD,0,6,1246.0,218,1959,2010,1,0.0,1,35,154000
1300,1005,978,None,3,1Fam,TA,No,694.0,0.0,GLQ,Unf,0.0,0.0,Gd,284.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,490.0,2.0,TA,Fin,TA,Attchd,1983,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10762,CulDSac,68.0,IR1,60,RL,344.0,None,None,5,Gilbert,0,5,7,Y,Gable,Normal,WD,0,9,978.0,0,1999,2009,1,0.0,0,0,225000
1301,753,741,None,3,1Fam,TA,No,547.0,0.0,BLQ,Unf,0.0,0.0,TA,224.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,2,CBlock,1,Typ,213.0,1.0,TA,Unf,TA,Attchd,1494,0,GasA,Fa,2Story,1,Gd,Bnk,Gtl,7500,Inside,68.0,IR1,70,RL,0.0,None,None,11,Crawfor,0,7,6,P,Gable,Normal,WD,224,7,771.0,0,1942,2009,1,0.0,1,8,177500
1302,1203,1323,None,4,1Fam,TA,No,740.0,0.0,GLQ,Unf,1.0,0.0,Gd,425.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,844.0,3.0,TA,RFn,TA,Attchd,2526,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10120,Inside,92.0,Reg,60,RL,391.0,BrkFace,None,12,NoRidge,78,5,8,Y,Hip,Normal,WD,0,8,1165.0,309,1994,2006,1,0.0,0,0,290000
1303,1616,0,None,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1616.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,834.0,3.0,TA,RFn,TA,Attchd,1616,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8688,Inside,73.0,Reg,20,RL,228.0,BrkFace,None,4,Somerst,59,5,7,Y,Gable,Normal,WD,0,7,1616.0,208,2005,2006,1,0.0,0,0,232000
1304,976,732,None,3,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,976.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Maj1,380.0,2.0,TA,Unf,TA,Detchd,1708,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3363,Inside,32.0,Reg,160,RM,117.0,Stone,None,4,Edwards,40,5,7,Y,Gable,Normal,WD,0,7,976.0,0,2004,2006,1,0.0,0,0,130000
1305,1652,0,None,2,1Fam,TA,No,1572.0,0.0,GLQ,Unf,1.0,0.0,Ex,80.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Ex,2,PConc,2,Typ,840.0,2.0,TA,Fin,TA,Attchd,1652,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13173,Corner,108.0,IR1,20,RL,300.0,Stone,None,11,NridgHt,102,5,9,Y,Hip,Normal,WD,0,6,1652.0,404,2006,2009,1,0.0,1,1,325000
1306,1368,0,None,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1368.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,474.0,2.0,TA,RFn,TA,Attchd,1368,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6955,Inside,48.0,IR1,120,RL,94.0,Stone,None,9,NridgHt,35,5,7,Y,Gable,Partial,New,0,6,1368.0,132,2005,2006,1,0.0,1,1,202500
1307,990,0,None,3,1Fam,Gd,No,746.0,0.0,ALQ,Unf,1.0,0.0,Gd,244.0,Y,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,480.0,2.0,TA,Unf,TA,Detchd,990,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8072,Inside,60.0,Reg,20,RL,0.0,None,None,5,CollgCr,64,5,5,Y,Gable,Normal,WD,0,5,990.0,0,1994,2009,1,6.0,1,1,138000
1308,1122,0,None,2,1Fam,TA,No,144.0,608.0,GLQ,ALQ,1.0,0.0,TA,172.0,Y,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdWo,None,0,CBlock,1,Typ,528.0,2.0,TA,Unf,TA,Attchd,1122,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12000,Inside,100.0,Reg,20,RM,0.0,None,None,5,OldTown,36,7,5,Y,Gable,Normal,WD,0,6,924.0,0,1948,2008,1,0.0,1,57,147000
1309,1294,0,None,3,1Fam,TA,No,1200.0,0.0,GLQ,Unf,1.0,0.0,Gd,78.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,None,0,CBlock,2,Typ,496.0,2.0,TA,RFn,TA,Attchd,1294,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,7153,Inside,68.0,Reg,20,RL,88.0,BrkFace,None,6,SawyerW,51,5,6,Y,Gable,Normal,WD,0,6,1278.0,112,1991,2008,1,0.0,0,0,179200
1310,1902,0,None,3,1Fam,TA,Av,1406.0,0.0,GLQ,Unf,1.0,0.0,Gd,496.0,Y,PosA,SBrkr,162,Gd,Gd,BrkFace,HdBoard,None,TA,2,PConc,2,Typ,567.0,2.0,TA,Fin,TA,Attchd,1902,0,GasA,TA,1Story,1,Ex,Lvl,Gtl,17500,Inside,100.0,Reg,20,RL,0.0,None,None,5,Crawfor,207,8,7,Y,Gable,Normal,WD,0,7,1902.0,0,1959,2010,1,0.0,1,43,335000
1311,1274,0,None,3,1Fam,TA,No,925.0,0.0,GLQ,Unf,1.0,0.0,Gd,349.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,508.0,2.0,TA,RFn,TA,Attchd,1274,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8814,Inside,68.0,Reg,20,RL,80.0,BrkFace,None,1,CollgCr,98,5,7,Y,Gable,Partial,New,0,6,1274.0,264,2005,2007,1,0.0,1,2,203000
1312,1453,1357,None,4,1Fam,TA,No,482.0,0.0,GLQ,Unf,0.0,0.0,Ex,971.0,Y,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,None,Ex,1,PConc,2,Typ,750.0,2.0,Gd,RFn,Gd,Attchd,2810,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9572,Inside,68.0,IR1,60,RL,336.0,BrkFace,None,6,NoRidge,0,5,8,Y,Gable,Normal,WD,0,9,1453.0,500,1990,2007,1,0.0,0,0,302000
1313,1422,1177,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1393.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,779.0,3.0,TA,Fin,TA,BuiltIn,2599,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14774,Corner,108.0,IR1,60,RL,165.0,BrkFace,None,5,NoRidge,30,5,9,Y,Gable,Normal,WD,0,10,1393.0,668,1999,2010,1,0.0,0,0,333168
1314,948,0,None,3,1Fam,TA,No,732.0,0.0,Rec,Unf,1.0,0.0,TA,216.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,TA,1,CBlock,1,Typ,280.0,1.0,TA,Unf,TA,Detchd,948,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8190,Inside,60.0,Reg,20,RL,0.0,None,None,10,Edwards,36,6,4,Y,Hip,Normal,WD,0,5,948.0,0,1954,2007,1,2.0,0,0,119000
